hindi,english,freq
हनटिंग्टन,huntington,26
द्रवघनत्वमापी,hydrodensometer,26
काण्टीय,kantian,26
दुन्स,duns,25
अर्धचन्द्राकार,crescent shaped,25
मोरनी,a female peacock,25
रुट,route,25
जुड़वे,twins,25
वृताकार,circular,25
पवित्रीकरण,sanctification,25
बोपदेव,bopdev,25
कटिबन्धों,tropics,25
ओसवाल्ड,oswald,25
सलोनिका,salonica,25
मिरुा,mirua,25
ग्रेहाउंड,greyhound,25
विद्युत्दर्शी,electroscope,25
उत्प्रवाही,effluent,25
निधियन,funding,25
तालव्य,palate,25
केलांग,keylong,25
बुनेर,buner,25
साइआनाइड,cyanide,25
करतूतों,misdeeds,25
सिद्दियों,siddis,25
खिदमत,service,25
संकृति,culture,25
रेसिपी,recipe,25
क्षेत्रीयता,regionalism,25
उनी,uni,25
न्यूजर्सी,new jersey,25
चैप्टर,chapter,25
बोर्ड्स,boards,25
हिं,yes,25
उपप्रजातियों,subspecies,25
स्वाइपिंग,swiping,25
औपनिवेशिकरण,colonization,25
दीयु,diyu,25
अधक,more,25
श्वेतसार,white blood,25
कैरेक्टर्स,characters,25
किटी,kitty,25
ज्ञानेन्द्र,gyanendra,25
चूसता,sucks,25
धजे,dhaze,25
प्लेहाउस,playhouse,25
कॉस्ट्यूम,costume,25
नजीर,example,25
सजना,to dress,25
मित्रावरुण,mitravarun,25
प्रका,light,25
सदंर्भ,references,25
प्रकल्पों,projects,25
नाटिंघम,nottingham,25
बहुतायात,abundantly,25
अधिसंख्यक,majority,25
प्रतिद्वन्द्विता,rivalry,25
श्रृंखलाएँ,series,25
ब्रोड,broad,25
कोतमा,kotma,25
घटाई,reduction,25
उकेर,engraver,25
मुसलमनों,muslims,25
फरिश्तों,angels,25
लाबी,lobby,25
बरगुना,barguna,25
प्लूम,plume,25
विखण्डित,fragmented,25
आँकणों,statistics,25
आभिजात्य,aristocracy,25
लाठियों,sticks,25
टोड़ा,toda,25
अप्रमेय,unfathomable,25
उपरिलिखित,above mentioned,25
ईष्र्या,jealousy,25
ममेरे,cousin,25
उपदि,sub,25
लकड़हारे,woodcutters,25
भृकुटि,eyebrows,25
चलै,let's go,25
चपल,agile,25
ह्रदवाहिनी,cardiovascular,25
पेम्बर्टन,pemberton,25
परिग्राही,receptive,25
क्रेडल,cradle,25
सेंधमारी,burglary,25
क्रूरतापूर्ण,brutal,25
संख्यक,numerator,25
पुण्यदायिनी,virtuous,25
अल्पांश,minority,25
नवाजे,awards,25
मारधाड़,fighting,25
वाश,wash,25
ओसीआर,ocr,25
स्वादानुसार,as per taste,25
स्पाइन,spine,25
बेल्छी,belchi,25
आदिग्रह,adigraha,25
क्रिस्टलीकृत,crystallized,25
बैताल,baital,25
नेत्रिका,eyepiece,25
निकोले,nikolay,25
अप्रत्यास्थ,inelastic,25
ओरोजेनी,orogeny,25
विंशोत्तरी,vimshottari,25
इन्फोकॉम,infocom,25
तै,tay,25
डेटोना,daytona,25
आभासित,perceived,25
शियावो,schiavo,25
झेले,endure,25
तालिबानी,taliban,25
ईकाईयों,units,25
देवानांप्रिय,devanampriya,25
उमरी,umar,25
हॉलो,hallow,25
खेम,khem,25
सेमा,sema,25
हरीतिमा,greenery,25
सफ़ावी,safavid,25
खोरासान,khorasan,25
महदी,mahdi,25
शिक्षाप्रणाली,education system,25
सासन,sasan,25
हँसमुख,cheerful,25
अविष्कारक,inventor,25
यवक्षार,barley ash,25
ल्यूमेन,lumen,25
टॉल,tall,25
कुडनकुलम,kudankulam,25
हेत,love,25
ब्लेडों,blades,25
शीर्षवाली,top,25
व्यासवाले,vyaswala,25
चोवार,chowar,25
युक्तिकरण,rationalization,25
सर्वदेशीय,cosmopolitan,25
समझनी,understand,25
टाकीज़,talkies,25
क्लाइमेक्स,climax,25
कैवेलरी,cavalry,25
नेहरों,nehras,25
निस्यंदन,filtration,25
उष्म,hot,25
निसृत,emitted,25
अयोजन,planning,25
रसरत्नसमुच्चय,rasaratnasamuccaya,25
मरक्यूरिक,mercuriic,25
लम्बाइयों,lengths,25
टेक्नोक्रेट,technocrat,25
केलॉग,kellogg's,25
क्रीड़ाओं,sports,25
प्रमाणभूत,certified,25
बद्रिकाश्रम,badrinath,25
माणा,mana,25
शीष,head,25
सांतो,santo,25
बर्दवान,burdwan,25
मन्तव्य,opinion,25
कोऑपरेटिव,cooperative,25
वारबर्ग,warburg,25
रसरत्नाकर,rasaratnakara,25
म्यूकस,mucus,25
गंडिका,ganglion,25
बस्ति,basti,25
नेत्रगोलक,eyeball,25
उच्च्तम,highest,25
नथुने,nostrils,25
प्लेस्टोसीन,pleistocene,25
कोष्ठों,cells,25
बिगाड,spoil,25
बीडी,bd,25
मनवांछित,desired,25
कॉन्फ्रेन्सिंग,conferencing,25
गिरवा,girwa,25
रेबर,rebar,25
एन्टेना,antenna,25
मामी,aunt,25
कुंभकार,potter,25
निर्मिति,creation,25
आर्कषण,attraction,25
एलिवेटर,elevator,25
विद्युतलेपन,electroplating,25
प्रबलतम,strongest,25
सांस्कारिक,ritualistic,25
रुपर्ट,rupert,25
तिपहिया,tricycle,25
लोहानी,lohani,25
प्रावस्थाओं,phases,25
शावर,shower,25
जज्बा,passion,25
वर्णिका,varnika,25
वर्चस्वपूर्ण,dominant,25
वाराणासी,varanasi,25
बढा़या,increased,25
अधिकारहीन,powerless,25
डाक्ट्रिन,doctrine,25
असैनिकों,civilians,25
विद्रोहीयों,rebels,25
एकांतिक,solitary,25
भाषओं,languages,25
तज्जनित,resulting,25
मोहेन्जो,mohenjo,25
कन्फ्यूज़,confused,25
विस्टेरिया,wisteria,25
बायसन,bison,25
बोवाइन,bovine,25
स्थलमार्ग,land route,25
आजमाना,try out,25
राजकुंवर,prince,25
भीनी,bhini,25
कवितायेँ,poems,25
शिवभक्तों,shiva devotees,25
कामातुर,lustful,25
श्रोतों,sources,25
सकरात्मक,positive,25
झनझनाहट,tingling,25
बहुगुणित,multiple,25
छिडकाव,spraying,25
पियेर,pierre,25
मौते,deaths,25
लड़नी,fight,25
मेलोडी,melody,25
रोमेन,romain,25
अरिस्टोटल,aristotle,25
मुर्दों,the dead,25
पढ़ेंगे,will read,25
पारावार,ocean,25
एक्सपोर्ट,export,25
फ्लेमिंगो,flamingo,25
कार्दशियन,kardashian,25
सिंहद्वार,singhdwar,25
उपपुराणों,upapuranas,25
टाइबर,tiber,25
टिफ़नी,tiffany,25
देवासी,devasi,25
रिसेप्शनिस्ट,receptionist,25
अधिक्रमित,superseded,25
प्राणान्त,to the end of life,25
कुन्दा,kunda,25
हुक्मरानों,rulers,25
तेयार,prepared,25
गोंडवानालैण्ड,gondwanaland,25
प्यालों,cups,25
गुरुजन,gurus,25
संसोधन,amendment,25
विशन,vision,25
हटवा,remove,25
रविंद्र,ravindra,25
पूरनपुर,puranpur,25
सिग्नल्स,signals,25
अद्यावधि,up to date,25
तकि,so that,25
लकडियों,woods,25
होनेके,being,25
ताछ,inquiry,25
असग़र,asghar,25
अटका,stuck,25
घिसी,worn out,25
सद्व्यवहार,good behavior,25
वर्चस्,dominance,25
गोंग,gong,25
होपी,hopi,25
गैलो,gallo,25
महीपाल,mahipal,25
एवियोनिक्स,avionics,25
समन्वयित,synced,25
पङा,fell,25
धकधकी,palpitations,25
पहुचाया,delivered,25
अल्बेनियाई,albanian,25
भित्तियां,walls,25
अडा,adda,25
परिश्रमपूर्वक,diligently,25
एस्किमों,eskimos,25
युकोन,yukon,25
कोमांचे,comanche,25
रेडियोलॉजी,radiology,25
इरीट्रिया,eritrea,25
हक्क,rights,25
बांकेलाल,bankelal,25
बाजपेई,bajpai,25
इनटेक,intake,25
आत्मकेंद्रित,autism,25
काछी,kachhi,25
साइकिलें,bicycles,25
आरमीय,armed,25
ब्रह्मणों,brahmins,25
संडीला,sandila,25
